match_id,match_outcome,home_team,home_goals,home_xg,home_shots,home_passes,home_pressuredpasses,home_pressureddribbles,home_highpasses,home_groundpasses,home_pass_length,home_crosses,home_dribbles,home_tackles,home_tackles_success,home_interceptions,home_pressures,home_blocks,home_fouls,home_counterattacks,home_passes_att3rd,home_passes_scorebox,home_vertical_passing_dist,home_actions_scorebox,away_team,away_goals,away_xg,away_shots,away_passes,away_pressuredpasses,away_pressureddribbles,away_highpasses,away_groundpasses,away_pass_length,away_crosses,away_dribbles,away_tackles,away_tackles_success,away_interceptions,away_pressures,away_blocks,away_fouls,away_counterattacks,away_passes_att3rd,away_passes_scorebox,away_vertical_passing_dist,away_actions_scorebox,xg_diff,shots_diff,passes_diff,highpasses_diff,groundpasses_diff,pressuredpasses_diff,pass_length_diff,crosses_diff,dribbles_diff,tackles_diff,tackles_success_diff,interceptions_diff,pressures_diff,blocks_diff,fouls_diff,counterattacks_diff,passes_att3rd_diff,passes_scorebox_diff,vertical_passing_dist_diff,actions_scorebox_diff,goals_diff,home_xg_scaled,away_xg_scaled,home_shots_scaled,away_shots_scaled,home_passes_scaled,away_passes_scaled,home_highpasses_scaled,away_highpasses_scaled,home_groundpasses_scaled,away_groundpasses_scaled,home_pressuredpasses_scaled,away_pressuredpasses_scaled,home_pass_length_scaled,away_pass_length_scaled,home_crosses_scaled,away_crosses_scaled,home_dribbles_scaled,away_dribbles_scaled,home_tackles_scaled,away_tackles_scaled,home_tackles_success_scaled,away_tackles_success_scaled,home_interceptions_scaled,away_interceptions_scaled,home_pressures_scaled,away_pressures_scaled,home_blocks_scaled,away_blocks_scaled,home_fouls_scaled,away_fouls_scaled,home_counterattacks_scaled,away_counterattacks_scaled,home_passes_att3rd_scaled,away_passes_att3rd_scaled,home_passes_scorebox_scaled,away_passes_scorebox_scaled,home_vertical_passing_dist_scaled,away_vertical_passing_dist_scaled,home_actions_scorebox_scaled,away_actions_scorebox_scaled,outcome_ordered
3890501,away_win,Augsburg,1,1.407555056,7,313,62,5,97,166,7174.21150269,9,5,14,12,12,228,22,18,20,38,14,4259.7,49,Borussia Dortmund,3,1.588013701,13,950,65,14,85,821,17391.7298968,7,14,11,8,3,106,16,7,13,62,27,6095.2,63,-0.1804586449999998,-6,-637,12,-655,-3,-10217.51839411,2,-9,3,4,9,122,6,11,7,-24,-13,-1835.5,-14,-2,1.407555056,1.588013701,7.0,13.0,31.3,95.0,9.7,8.5,16.6,82.1,6.2,6.5,7.17421150269,17.3917298968,9.0,7.0,5.0,14.0,14.0,11.0,12.0,8.0,12.0,3.0,228.0,106.0,2.2,1.6,18.0,7.0,20.0,13.0,38.0,62.0,14.0,27.0,4259.7,6095.2,0.049,0.063,0
3890502,home_win,Bayer Leverkusen,3,0.749369139,12,438,72,10,114,253,9460.52003944,9,10,17,10,12,176,25,13,21,57,34,5020.8,80,Wolfsburg,0,0.889642625,10,515,80,17,112,343,11573.8018807,10,17,19,11,9,171,21,18,13,45,16,5372.5,39,-0.140273486,2,-77,2,-90,-8,-2113.281841260001,-1,-7,-2,-1,3,5,4,-5,8,12,18,-351.6999999999998,41,3,0.749369139,0.889642625,12.0,10.0,43.8,51.5,11.4,11.2,25.3,34.3,7.2,8.0,9.46052003944,11.5738018807,9.0,10.0,10.0,17.0,17.0,19.0,10.0,11.0,12.0,9.0,176.0,171.0,2.5,2.1,13.0,18.0,21.0,13.0,57.0,45.0,34.0,16.0,5020.8,5372.5,0.08,0.039,2
3890503,home_win,FSV Mainz 05,4,3.534769019,18,436,37,11,98,289,10295.162693,15,11,19,8,12,128,20,21,39,44,25,4954.9,86,Augsburg,2,0.624416336,14,442,44,12,94,285,10985.258761,8,12,14,10,6,126,15,12,27,59,21,5337.8,61,2.910352683,4,-6,4,4,-7,-690.0960679999989,7,-1,5,-2,6,2,5,9,12,-15,4,-382.90000000000055,25,2,3.534769019,0.624416336,18.0,14.0,43.6,44.2,9.8,9.4,28.9,28.5,3.7,4.4,10.295162693,10.985258761,15.0,8.0,11.0,12.0,19.0,14.0,8.0,10.0,12.0,6.0,128.0,126.0,2.0,1.5,21.0,12.0,39.0,27.0,44.0,59.0,25.0,21.0,4954.9,5337.8,0.086,0.061,2
3890504,away_win,Hannover 96,0,1.245220073,16,517,122,16,149,262,10845.2599068,25,16,14,8,10,140,29,18,20,83,43,5739.9,91,Hamburger SV,3,1.768780828,9,434,85,5,141,221,9944.1108099,11,5,26,13,9,212,25,12,22,60,25,5974.5,56,-0.5235607549999999,7,83,8,41,37,901.1490969000006,14,11,-12,-5,1,-72,4,6,-2,23,18,-234.6000000000004,35,-3,1.245220073,1.768780828,16.0,9.0,51.7,43.4,14.9,14.1,26.2,22.1,12.2,8.5,10.8452599068,9.9441108099,25.0,11.0,16.0,5.0,14.0,26.0,8.0,13.0,10.0,9.0,140.0,212.0,2.9,2.5,18.0,12.0,20.0,22.0,83.0,60.0,43.0,25.0,5739.9,5974.5,0.091,0.056,0
3890505,home_win,Bayern Munich,1,1.837663753,20,698,85,15,94,537,14430.3690828,15,15,11,9,6,102,11,17,15,56,36,6022.2,64,Eintracht Frankfurt,0,0.121696462,4,316,59,11,115,149,8081.900862,7,11,15,8,10,217,7,19,5,42,15,5035.0,42,1.715967291,16,382,-21,388,26,6348.4682208,8,4,-4,1,-4,-115,4,-2,10,14,21,987.1999999999998,22,1,1.837663753,0.121696462,20.0,4.0,69.8,31.6,9.4,11.5,53.7,14.9,8.5,5.9,14.4303690828,8.081900862000001,15.0,7.0,15.0,11.0,11.0,15.0,9.0,8.0,6.0,10.0,102.0,217.0,1.1,0.7,17.0,19.0,15.0,5.0,56.0,42.0,36.0,15.0,6022.2,5035.0,0.064,0.042,2
3890506,draw,Darmstadt 98,2,2.288448637,15,260,70,3,145,79,7563.3237506,11,3,22,13,11,116,16,14,7,67,33,5377.6,86,VfB Stuttgart,2,0.891014128,9,383,51,15,102,230,8684.6389452,9,15,14,10,7,102,27,18,3,53,20,4725.8,42,1.397434509,6,-123,43,-151,19,-1121.3151945999998,2,-12,8,3,4,14,-11,-4,4,14,13,651.8000000000002,44,0,2.288448637,0.891014128,15.0,9.0,26.0,38.3,14.5,10.2,7.9,23.0,7.0,5.1,7.5633237506,8.6846389452,11.0,9.0,3.0,15.0,22.0,14.0,13.0,10.0,11.0,7.0,116.0,102.0,1.6,2.7,14.0,18.0,7.0,3.0,67.0,53.0,33.0,20.0,5377.6,4725.8,0.086,0.042,1
3890507,home_win,Borussia Dortmund,3,2.772864835,24,737,68,13,79,593,14760.3777641,17,13,20,12,2,105,12,14,10,70,44,5956.0,123,Werder Bremen,2,0.5124201935,7,313,45,11,109,151,8004.0847144,10,11,19,14,9,154,19,9,16,40,22,4958.0,44,2.2604446415,17,424,-30,442,23,6756.2930497,7,2,1,-2,-7,-49,-7,5,-6,30,22,998.0,79,1,2.772864835,0.5124201935,24.0,7.0,73.7,31.3,7.9,10.9,59.3,15.1,6.8,4.5,14.7603777641,8.0040847144,17.0,10.0,13.0,11.0,20.0,19.0,12.0,14.0,2.0,9.0,105.0,154.0,1.2,1.9,14.0,9.0,10.0,16.0,70.0,40.0,44.0,22.0,5956.0,4958.0,0.123,0.044,2
3890508,home_win,Ingolstadt,3,1.6742844915,12,368,60,7,142,174,9295.8199131,8,7,26,13,10,262,20,13,8,79,28,5998.2,53,Schalke 04,0,0.9837626013,9,507,102,15,139,287,10437.3485503,8,15,19,9,6,132,27,23,4,48,28,5723.0,74,0.6905218902,3,-139,3,-113,-42,-1141.5286371999991,0,-8,7,4,4,130,-7,-10,4,31,0,275.1999999999998,-21,3,1.6742844915,0.9837626013,12.0,9.0,36.8,50.7,14.2,13.9,17.4,28.7,6.0,10.2,9.2958199131,10.4373485503,8.0,8.0,7.0,15.0,26.0,19.0,13.0,9.0,10.0,6.0,262.0,132.0,2.0,2.7,13.0,23.0,8.0,4.0,79.0,48.0,28.0,28.0,5998.2,5723.0,0.053,0.074,2
3890509,draw,Hoffenheim,1,1.369972726,15,593,46,14,86,467,12417.9453796,16,14,18,7,7,115,23,11,2,72,29,5369.6,73,FC Köln,1,0.871820697,8,495,63,11,116,316,11734.6093395,20,11,19,12,5,159,18,14,6,55,37,5574.5,91,0.4981520289999999,7,98,-30,151,-17,683.3360400999991,-4,3,-1,-5,2,-44,5,-3,-4,17,-8,-204.89999999999964,-18,0,1.369972726,0.871820697,15.0,8.0,59.3,49.5,8.6,11.6,46.7,31.6,4.6,6.3,12.4179453796,11.7346093395,16.0,20.0,14.0,11.0,18.0,19.0,7.0,12.0,7.0,5.0,115.0,159.0,2.3,1.8,11.0,14.0,2.0,6.0,72.0,55.0,29.0,37.0,5369.6,5574.5,0.073,0.091,1
3890510,home_win,Borussia Mönchengladbach,5,2.45862917,17,540,40,10,112,372,10868.9916055,8,10,26,10,6,133,23,17,13,50,29,5155.4,86,Hertha Berlin,0,0.739373824,7,498,69,9,110,336,11224.3663139,6,9,11,5,6,113,16,11,13,37,14,5411.2,41,1.7192553460000002,10,42,2,36,-29,-355.3747084000006,2,1,15,5,0,20,7,6,0,13,15,-255.80000000000015,45,5,2.45862917,0.739373824,17.0,7.0,54.0,49.8,11.2,11.0,37.2,33.6,4.0,6.9,10.8689916055,11.2243663139,8.0,6.0,10.0,9.0,26.0,11.0,10.0,5.0,6.0,6.0,133.0,113.0,2.3,1.6,17.0,11.0,13.0,13.0,50.0,37.0,29.0,14.0,5155.4,5411.2,0.086,0.041,2
3890511,draw,Hertha Berlin,2,1.496190296,12,606,40,20,113,419,13686.0254367,10,20,7,4,7,123,18,10,2,53,28,5605.3,51,Hannover 96,2,0.8005099840000001,12,342,68,12,83,211,6927.8200671,8,12,15,6,8,145,18,22,19,56,20,4096.3,54,0.6956803119999999,0,264,30,208,-28,6758.205369599999,2,8,-8,-2,-1,-22,0,-12,-17,-3,8,1509.0,-3,0,1.496190296,0.8005099840000001,12.0,12.0,60.6,34.2,11.3,8.3,41.9,21.1,4.0,6.8,13.6860254367,6.927820067100001,10.0,8.0,20.0,12.0,7.0,15.0,4.0,6.0,7.0,8.0,123.0,145.0,1.8,1.8,10.0,22.0,2.0,19.0,53.0,56.0,28.0,20.0,5605.3,4096.3,0.051,0.054,1
3890512,away_win,Eintracht Frankfurt,0,0.610633009,10,426,97,8,139,207,9825.161382,21,8,25,20,8,201,24,22,35,70,53,5644.7,100,Hoffenheim,2,1.26470781,7,379,86,17,112,218,8609.68861574,12,17,19,14,10,170,34,22,20,40,23,4770.7,36,-0.654074801,3,47,27,-11,11,1215.4727662599998,9,-9,6,6,-2,31,-10,0,15,30,30,874.0,64,-2,0.610633009,1.26470781,10.0,7.0,42.6,37.9,13.9,11.2,20.7,21.8,9.7,8.6,9.825161382,8.60968861574,21.0,12.0,8.0,17.0,25.0,19.0,20.0,14.0,8.0,10.0,201.0,170.0,2.4,3.4,22.0,22.0,35.0,20.0,70.0,40.0,53.0,23.0,5644.7,4770.7,0.1,0.036,0
3890513,draw,Wolfsburg,1,1.061310138,16,469,66,9,118,300,11381.388759,10,9,13,4,5,144,17,12,29,43,29,5563.1,71,FSV Mainz 05,1,1.83109741,16,458,80,15,107,297,11361.47443,14,15,13,4,6,138,22,15,38,56,33,5103.5,79,-0.7697872719999999,0,11,11,3,-14,19.91432899999927,-4,-6,0,0,-1,6,-5,-3,-9,-13,-4,459.6000000000004,-8,0,1.061310138,1.83109741,16.0,16.0,46.9,45.8,11.8,10.7,30.0,29.7,6.6,8.0,11.381388759,11.36147443,10.0,14.0,9.0,15.0,13.0,13.0,4.0,4.0,5.0,6.0,144.0,138.0,1.7,2.2,12.0,15.0,29.0,38.0,43.0,56.0,29.0,33.0,5563.1,5103.5,0.071,0.079,1
3890514,away_win,Werder Bremen,1,0.977070616,18,474,99,14,160,246,11371.8855894,14,14,19,11,7,131,15,17,0,62,53,5710.6,111,Augsburg,2,0.571443467,4,347,84,13,130,172,8949.4463614,5,13,19,6,5,195,21,21,3,56,12,5401.3,21,0.4056271489999999,14,127,30,74,15,2422.439228000001,9,1,0,5,2,-64,-6,-4,-3,6,41,309.3000000000002,90,-1,0.977070616,0.571443467,18.0,4.0,47.4,34.7,16.0,13.0,24.6,17.2,9.9,8.4,11.3718855894,8.9494463614,14.0,5.0,14.0,13.0,19.0,19.0,11.0,6.0,7.0,5.0,131.0,195.0,1.5,2.1,17.0,21.0,0.0,3.0,62.0,56.0,53.0,12.0,5710.6,5401.3,0.111,0.021,0
3890515,away_win,Hamburger SV,1,0.7958294223,10,620,94,11,132,415,13172.0929976,11,11,9,8,4,144,12,17,40,69,33,5865.8,90,Darmstadt 98,2,0.8335020289999999,9,280,71,9,135,100,7503.7541318,8,9,21,10,8,147,19,21,30,69,20,5410.8,29,-0.0376726066999999,1,340,-3,315,23,5668.3388658,3,2,-12,-2,-4,-3,-7,-4,10,0,13,455.0,61,-1,0.7958294223,0.8335020289999999,10.0,9.0,62.0,28.0,13.2,13.5,41.5,10.0,9.4,7.1,13.1720929976,7.5037541318,11.0,8.0,11.0,9.0,9.0,21.0,8.0,10.0,4.0,8.0,144.0,147.0,1.2,1.9,17.0,21.0,40.0,30.0,69.0,69.0,33.0,20.0,5865.8,5410.8,0.09,0.029,0
3890516,away_win,VfB Stuttgart,1,0.974389534,9,247,53,10,106,95,6845.5142208,14,10,26,14,10,274,21,12,27,49,26,4668.8,48,Bayern Munich,3,0.7113153135,13,828,175,15,96,673,15271.2158891,8,15,7,4,4,98,23,15,6,80,29,5712.7,100,0.2630742205,-4,-581,10,-578,-122,-8425.7016683,6,-5,19,10,6,176,-2,-3,21,-31,-3,-1043.8999999999996,-52,-2,0.974389534,0.7113153135,9.0,13.0,24.7,82.8,10.6,9.6,9.5,67.3,5.3,17.5,6.8455142208,15.2712158891,14.0,8.0,10.0,15.0,26.0,7.0,14.0,4.0,10.0,4.0,274.0,98.0,2.1,2.3,12.0,15.0,27.0,6.0,49.0,80.0,26.0,29.0,4668.8,5712.7,0.048,0.1,0
3890517,home_win,Ingolstadt,1,1.798340044,13,459,99,13,194,211,11102.2857318,15,13,24,19,7,139,25,9,13,86,46,6892.4,107,Borussia Mönchengladbach,0,0.3222938945,5,391,78,10,165,150,9574.9517735,8,10,21,15,10,148,28,12,27,63,28,6405.6,65,1.4760461495,8,68,29,61,21,1527.3339582999995,7,3,3,4,-3,-9,-3,-3,-14,23,18,486.7999999999993,42,1,1.798340044,0.3222938945,13.0,5.0,45.9,39.1,19.4,16.5,21.1,15.0,9.9,7.8,11.1022857318,9.5749517735,15.0,8.0,13.0,10.0,24.0,21.0,19.0,15.0,7.0,10.0,139.0,148.0,2.5,2.8,9.0,12.0,13.0,27.0,86.0,63.0,46.0,28.0,6892.4,6405.6,0.107,0.065,2
3890518,draw,Schalke 04,2,1.1805544085,10,430,73,21,85,289,9412.0797037,2,21,26,16,9,224,24,24,35,57,11,4649.9,47,Borussia Dortmund,2,1.515110113,15,412,80,14,89,259,8148.3051814,11,14,27,17,9,156,17,13,17,37,25,4330.8,66,-0.3345557045,-5,18,-4,30,-7,1263.7745222999993,-9,7,-1,-1,0,68,7,11,18,20,-14,319.09999999999945,-19,0,1.1805544085,1.515110113,10.0,15.0,43.0,41.2,8.5,8.9,28.9,25.9,7.3,8.0,9.4120797037,8.1483051814,2.0,11.0,21.0,14.0,26.0,27.0,16.0,17.0,9.0,9.0,224.0,156.0,2.4,1.7,24.0,13.0,35.0,17.0,57.0,37.0,11.0,25.0,4649.9,4330.8,0.047,0.066,1
3890519,away_win,FC Köln,0,0.8359122777,17,548,99,14,166,305,12760.3187599,19,14,20,13,13,132,20,12,13,77,48,6455.4,78,Bayer Leverkusen,2,0.9316171873,12,501,55,11,130,313,11524.1957952,5,11,12,8,11,137,19,13,10,73,21,6087.2,45,-0.0957049096,5,47,36,-8,44,1236.1229647,14,3,8,5,2,-5,1,-1,3,4,27,368.1999999999998,33,-2,0.8359122777,0.9316171873,17.0,12.0,54.8,50.1,16.6,13.0,30.5,31.3,9.9,5.5,12.7603187599,11.5241957952,19.0,5.0,14.0,11.0,20.0,12.0,13.0,8.0,13.0,11.0,132.0,137.0,2.0,1.9,12.0,13.0,13.0,10.0,77.0,73.0,48.0,21.0,6455.4,6087.2,0.078,0.045,0
3890520,home_win,Hannover 96,2,1.73306218,12,418,61,9,121,212,8930.9629246,13,9,16,7,11,169,20,22,18,66,28,5452.0,77,Borussia Mönchengladbach,0,0.716077522,8,582,103,9,150,366,12770.8613271,13,9,15,9,10,133,22,12,4,59,28,6531.2,67,1.016984658,4,-164,-29,-154,-42,-3839.898402499999,0,0,1,-2,1,36,-2,10,14,7,0,-1079.1999999999998,10,2,1.73306218,0.716077522,12.0,8.0,41.8,58.2,12.1,15.0,21.2,36.6,6.1,10.3,8.930962924600001,12.7708613271,13.0,13.0,9.0,9.0,16.0,15.0,7.0,9.0,11.0,10.0,169.0,133.0,2.0,2.2,22.0,12.0,18.0,4.0,66.0,59.0,28.0,28.0,5452.0,6531.2,0.077,0.067,2
3890521,home_win,Bayer Leverkusen,3,1.106188017,12,526,140,24,124,346,11712.14509147,9,24,25,21,17,194,28,17,38,67,26,5972.8,53,Eintracht Frankfurt,0,1.019533304,10,336,136,19,122,152,7839.3215296,9,19,27,20,11,223,24,23,30,58,24,5150.3,65,0.0866547130000001,2,190,2,194,4,3872.82356187,0,5,-2,1,6,-29,4,-6,8,9,2,822.5,-12,3,1.106188017,1.019533304,12.0,10.0,52.6,33.6,12.4,12.2,34.6,15.2,14.0,13.6,11.71214509147,7.8393215296,9.0,9.0,24.0,19.0,25.0,27.0,21.0,20.0,17.0,11.0,194.0,223.0,2.8,2.4,17.0,23.0,38.0,30.0,67.0,58.0,26.0,24.0,5972.8,5150.3,0.053,0.065,2
3890522,home_win,Augsburg,1,1.673274452,12,414,42,25,111,254,10594.1108887,11,25,13,7,5,166,24,16,7,53,22,5256.4,80,VfB Stuttgart,0,0.4227076195,10,426,101,10,116,233,9448.3265732,11,10,24,12,6,135,7,15,15,50,36,4955.3,51,1.2505668325,2,-12,-5,21,-59,1145.7843154999991,0,15,-11,-5,-1,31,17,1,-8,3,-14,301.09999999999945,29,1,1.673274452,0.4227076195,12.0,10.0,41.4,42.6,11.1,11.6,25.4,23.3,4.2,10.1,10.5941108887,9.4483265732,11.0,11.0,25.0,10.0,13.0,24.0,7.0,12.0,5.0,6.0,166.0,135.0,2.4,0.7,16.0,15.0,7.0,15.0,53.0,50.0,22.0,36.0,5256.4,4955.3,0.08,0.051,2
3890523,home_win,Werder Bremen,3,3.907632695,21,379,62,13,134,171,8769.0778388,21,13,33,23,16,254,19,21,12,55,43,5200.2,99,Wolfsburg,2,0.6421666185,8,505,161,17,148,310,11602.53705195,13,17,17,7,15,169,24,19,7,57,21,5882.5,32,3.2654660765,13,-126,-14,-139,-99,-2833.4592131499994,8,-4,16,16,1,85,-5,2,5,-2,22,-682.3000000000002,67,1,3.907632695,0.6421666185,21.0,8.0,37.9,50.5,13.4,14.8,17.1,31.0,6.2,16.1,8.7690778388,11.60253705195,21.0,13.0,13.0,17.0,33.0,17.0,23.0,7.0,16.0,15.0,254.0,169.0,1.9,2.4,21.0,19.0,12.0,7.0,55.0,57.0,43.0,21.0,5200.2,5882.5,0.099,0.032,2
3890524,home_win,Hoffenheim,2,1.3354562532999998,17,559,53,17,67,446,12312.3715376,8,17,15,7,9,168,18,12,13,51,23,5111.0,64,Hertha Berlin,1,1.406706632,10,479,92,12,96,327,11521.4471213,8,12,16,10,7,207,17,19,26,57,21,5916.2,53,-0.0712503787000002,7,80,-29,119,-39,790.9244163000003,0,5,-1,-3,2,-39,1,-7,-13,-6,2,-805.1999999999998,11,1,1.3354562532999998,1.406706632,17.0,10.0,55.9,47.9,6.7,9.6,44.6,32.7,5.3,9.2,12.3123715376,11.5214471213,8.0,8.0,17.0,12.0,15.0,16.0,7.0,10.0,9.0,7.0,168.0,207.0,1.8,1.7,12.0,19.0,13.0,26.0,51.0,57.0,23.0,21.0,5111.0,5916.2,0.064,0.053,2
3890525,home_win,Darmstadt 98,2,1.27371917,6,251,78,4,153,61,7379.6649642,11,4,15,6,8,195,25,24,30,62,24,5544.2,40,Ingolstadt,0,0.6562168955,7,466,126,15,137,251,10155.8346828,12,15,16,9,10,132,17,23,17,80,36,6312.8,34,0.6175022745000002,-1,-215,16,-190,-48,-2776.169718599999,-1,-11,-1,-3,-2,63,8,1,13,-18,-12,-768.6000000000004,6,2,1.27371917,0.6562168955,6.0,7.0,25.1,46.6,15.3,13.7,6.1,25.1,7.8,12.6,7.3796649642,10.1558346828,11.0,12.0,4.0,15.0,15.0,16.0,6.0,9.0,8.0,10.0,195.0,132.0,2.5,1.7,24.0,23.0,30.0,17.0,62.0,80.0,24.0,36.0,5544.2,6312.8,0.04,0.034,2
3890526,home_win,Bayern Munich,3,1.136818166,14,802,123,17,82,645,14905.9462027,16,17,13,8,10,160,12,11,15,78,33,5222.2,111,Schalke 04,0,0.4457089039999999,7,410,70,15,97,271,8536.1734651,6,15,25,15,14,191,23,10,24,40,21,4503.2,34,0.6911092620000001,7,392,-15,374,53,6369.7727376,10,2,-12,-7,-4,-31,-11,1,-9,38,12,719.0,77,3,1.136818166,0.4457089039999999,14.0,7.0,80.2,41.0,8.2,9.7,64.5,27.1,12.3,7.0,14.9059462027,8.536173465100001,16.0,6.0,17.0,15.0,13.0,25.0,8.0,15.0,10.0,14.0,160.0,191.0,1.2,2.3,11.0,10.0,15.0,24.0,78.0,40.0,33.0,21.0,5222.2,4503.2,0.111,0.034,2
3890527,away_win,FSV Mainz 05,2,1.361937396,18,449,56,12,117,277,11156.4365466,8,12,16,10,11,136,17,14,21,52,33,5223.5,64,FC Köln,3,1.239822617,12,484,67,12,113,311,11551.7723453,9,12,25,16,9,175,22,11,20,60,30,5625.6,65,0.1221147790000001,6,-35,4,-34,-11,-395.3357987,-1,0,-9,-6,2,-39,-5,3,1,-8,3,-402.1000000000004,-1,-1,1.361937396,1.239822617,18.0,12.0,44.9,48.4,11.7,11.3,27.7,31.1,5.6,6.7,11.1564365466,11.5517723453,8.0,9.0,12.0,12.0,16.0,25.0,10.0,16.0,11.0,9.0,136.0,175.0,1.7,2.2,14.0,11.0,21.0,20.0,52.0,60.0,33.0,30.0,5223.5,5625.6,0.064,0.065,0
3890528,home_win,Borussia Dortmund,3,1.845096908,14,800,140,22,86,655,14983.2616236,17,22,13,10,12,149,10,7,21,86,44,5300.1,118,Hamburger SV,0,0.409784034,5,317,95,17,86,208,7146.5780701,5,17,25,12,14,223,26,17,10,28,7,3829.0,24,1.4353128739999998,9,483,0,447,45,7836.683553499999,12,5,-12,-2,-2,-74,-16,-10,11,58,37,1471.1000000000004,94,3,1.845096908,0.409784034,14.0,5.0,80.0,31.7,8.6,8.6,65.5,20.8,14.0,9.5,14.9832616236,7.1465780701,17.0,5.0,22.0,17.0,13.0,25.0,10.0,12.0,12.0,14.0,149.0,223.0,1.0,2.6,7.0,17.0,21.0,10.0,86.0,28.0,44.0,7.0,5300.1,3829.0,0.118,0.024,2
3890529,home_win,Hamburger SV,2,1.6008545476,12,400,72,20,150,197,9923.5887277,11,20,35,26,19,229,19,23,29,64,25,6341.7,48,Werder Bremen,1,2.732349688,21,494,87,34,156,262,10885.2990954,15,34,17,11,9,158,24,14,8,68,56,6075.400000000001,127,-1.1314951403999998,-9,-94,-6,-65,-15,-961.7103676999996,-4,-14,18,15,10,71,-5,9,21,-4,-31,266.2999999999993,-79,1,1.6008545476,2.732349688,12.0,21.0,40.0,49.4,15.0,15.6,19.7,26.2,7.2,8.7,9.9235887277,10.8852990954,11.0,15.0,20.0,34.0,35.0,17.0,26.0,11.0,19.0,9.0,229.0,158.0,1.9,2.4,23.0,14.0,29.0,8.0,64.0,68.0,25.0,56.0,6341.7,6075.400000000001,0.048,0.127,2
3890530,away_win,VfB Stuttgart,0,0.5010954004,8,515,95,16,116,322,10222.307655,16,16,29,15,9,286,24,23,8,63,27,5290.7,42,Borussia Dortmund,3,3.230173912,15,596,108,35,95,450,11753.8515476,6,35,15,11,15,196,22,13,18,49,20,5277.3,98,-2.7290785116,-7,-81,21,-128,-13,-1531.5438925999988,10,-19,14,4,-6,90,2,10,-10,14,7,13.399999999999636,-56,-3,0.5010954004,3.230173912,8.0,15.0,51.5,59.6,11.6,9.5,32.2,45.0,9.5,10.8,10.222307655,11.7538515476,16.0,6.0,16.0,35.0,29.0,15.0,15.0,11.0,9.0,15.0,286.0,196.0,2.4,2.2,23.0,13.0,8.0,18.0,63.0,49.0,27.0,20.0,5290.7,5277.3,0.042,0.098,0
3890531,home_win,FC Köln,4,2.6873814177,15,491,80,11,109,346,10683.4220698,7,11,15,9,6,138,20,17,19,55,21,5062.7,43,Darmstadt 98,1,0.6730902933,15,325,55,8,146,126,8052.65933713,16,8,13,9,7,135,13,19,13,69,42,5053.0,65,2.0142911244,0,166,-37,220,25,2630.762732670001,-9,3,2,0,-1,3,7,-2,6,-14,-21,9.699999999999818,-22,3,2.6873814177,0.6730902933,15.0,15.0,49.1,32.5,10.9,14.6,34.6,12.6,8.0,5.5,10.6834220698,8.052659337129999,7.0,16.0,11.0,8.0,15.0,13.0,9.0,9.0,6.0,7.0,138.0,135.0,2.0,1.3,17.0,19.0,19.0,13.0,55.0,69.0,21.0,42.0,5062.7,5053.0,0.043,0.065,2
3890532,draw,Ingolstadt,2,0.732632252,9,295,79,26,161,80,8466.1357247,9,26,29,13,12,259,40,13,19,69,25,6250.599999999999,56,Hannover 96,2,0.921606019,13,562,148,19,143,320,11324.0415349,15,19,20,14,19,171,28,13,13,71,45,6121.8,121,-0.1889737669999999,-4,-267,18,-240,-69,-2857.9058102,-6,7,9,-1,-7,88,12,0,6,-2,-20,128.79999999999927,-65,0,0.732632252,0.921606019,9.0,13.0,29.5,56.2,16.1,14.3,8.0,32.0,7.9,14.8,8.466135724699999,11.3240415349,9.0,15.0,26.0,19.0,29.0,20.0,13.0,14.0,12.0,19.0,259.0,171.0,4.0,2.8,13.0,13.0,19.0,13.0,69.0,71.0,25.0,45.0,6250.599999999999,6121.8,0.056,0.121,1
3890533,away_win,Hertha Berlin,0,0.346317439,8,290,53,12,111,127,6812.2611606,9,12,25,14,16,274,22,10,3,48,25,4320.1,35,Bayern Munich,2,0.338381723,6,826,143,19,109,657,15271.9076918,6,19,18,8,7,145,17,17,5,65,21,6065.2,37,0.0079357159999999,2,-536,2,-530,-90,-8459.6465312,3,-7,7,6,9,129,5,-7,-2,-17,4,-1745.0999999999997,-2,-2,0.346317439,0.338381723,8.0,6.0,29.0,82.6,11.1,10.9,12.7,65.7,5.3,14.3,6.8122611606,15.2719076918,9.0,6.0,12.0,19.0,25.0,18.0,14.0,8.0,16.0,7.0,274.0,145.0,2.2,1.7,10.0,17.0,3.0,5.0,48.0,65.0,25.0,21.0,4320.1,6065.2,0.035,0.037,0
3890534,away_win,Schalke 04,2,2.634257289,20,565,87,33,128,380,12408.48061866,11,33,17,9,10,140,18,20,22,67,27,6333.7,75,Bayer Leverkusen,3,1.631818309,17,425,75,14,105,263,9967.5373906,8,14,21,10,13,254,22,18,47,60,26,5634.4,61,1.0024389799999998,3,140,23,117,12,2440.9432280599995,3,19,-4,-1,-3,-114,-4,2,-25,7,1,699.3000000000002,14,-1,2.634257289,1.631818309,20.0,17.0,56.5,42.5,12.8,10.5,38.0,26.3,8.7,7.5,12.40848061866,9.9675373906,11.0,8.0,33.0,14.0,17.0,21.0,9.0,10.0,10.0,13.0,140.0,254.0,1.8,2.2,20.0,18.0,22.0,47.0,67.0,60.0,27.0,26.0,6333.7,5634.4,0.075,0.061,0
